TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T32,C5652115,26/6/91,F,GHAZIABAD,6384.54,3/8/16,160558,10
T33,C1889073,25/2/85,F,BANGALORE,57791.69,3/8/16,160750,760
T34,C2043652,25/7/79,F,MUMBAI,123781.9,3/8/16,182714,6800
T35,C7017047,23/4/77,M,GURGAON,39.73,3/8/16,182715,110
T36,C1211387,1/1/1800,M,AHMEDABAD,11791.25,3/8/16,125915,1075
T37,C4320949,25/10/84,F,CHENNAI,213.06,3/8/16,182915,1081
T38,C2331533,30/12/97,F,GUWAHATI,44627.73,3/8/16,182918,2999
T39,C5338459,3/1/84,M,DHANBAD,113238.74,3/8/16,180948,1350
T40,C5120181,25/6/85,M,MUKTSAR,2477.42,3/8/16,183614,683
T41,C5838935,13/4/83,M,SOCORRO,58406.7,3/8/16,132517,50
T42,C7923455,6/10/92,M,ANDHERI (EAST) MUMBAI,5810.82,3/8/16,221111,12
T43,C2733968,6/12/92,F,AURANGABAD,12545.18,3/8/16,220926,179
T44,C2023055,30/7/93,M,MUMBAI,10630.88,3/8/16,222006,421.8
T45,C1289591,28/10/90,M,KOTA,282455.64,3/8/16,222008,900
T46,C3526781,2/11/80,M,CHENNAI,1589.43,3/8/16,222609,90
T47,C8934588,23/10/81,M,JAIPUR,5055.18,3/8/16,223146,13846
T48,C7542443,29/12/89,M,K V RANGAREDDY,25222.91,3/8/16,223149,59.47
T49,C6427687,4/7/81,M,MUZAFFARNAGAR,2162.36,2/8/16,100019,55
T50,C5242591,1/12/82,M,BURDWAN,22525.66,5/8/16,133136,27990
T51,C8624922,26/6/82,F,GURGAON,298357.41,5/8/16,133139,1388
T52,C6637047,25/7/66,M,PUNE,9956.49,5/8/16,133141,145
T53,C3815912,2/11/94,M,MUMBAI,2058.42,5/8/16,141853,519
T54,C8837044,20/11/88,F,LUDHIANA,8842.13,5/8/16,141704,100
T55,C4237628,10/4/87,M,NOIDA,196.83,5/8/16,165658,150
T56,C1516160,2/10/90,M,GURGAON,17070.89,5/8/16,165657,107
T57,C4415955,7/12/94,M,AGRA,2502.74,5/8/16,165911,1008.63
T58,C3932235,20/8/91,M,SHAHJAHANPUR,91.66,5/8/16,202838,110
T59,C5623837,7/8/84,M,DELHI,947.23,5/8/16,202943,726
T60,C7415323,6/3/89,M,DIST RAIGAD PANVEL,10253.21,5/8/16,202608,4387
T61,C7642737,7/5/88,M,DEHRADUN,27852.19,5/8/16,202725,1500
T62,C2431680,11/4/75,F,BANGALORE,13138.22,5/8/16,202509,412.2
T63,C1130989,22/10/90,M,PUNE,250.26,5/8/16,105850,60
T64,C3928242,1/6/89,M,JAIPUR,10067.44,5/8/16,202657,262
T65,C2936517,17/4/89,F,HYDERABAD,23952.37,4/8/16,83144,35
T66,C1040842,7/9/91,M,MUMBAI,26387.17,4/8/16,83155,1
T67,C8417574,17/7/90,F,MUMBAI,224685.48,4/8/16,12648,339.92
T68,C6730370,1/1/94,M,GODDA,13968.07,4/8/16,202956,101
T69,C2726074,2/10/85,F,THANE,395743.6,1/8/16,180455,9746.5
T70,C8017865,14/3/82,F,DELHI,87884.2,1/8/16,180546,142
T71,C8932791,10/9/83,M,REWARI (HARYANA),5511.73,1/8/16,173747,6259.72
T72,C2725826,15/3/80,M,BANGALORE,21291.71,1/8/16,173940,213
T73,C6694517,10/8/77,M,GURGAON,12903.39,1/8/16,180818,666
T74,C7527844,16/2/82,M,BANGALORE,20.63,1/8/16,180822,3998
T75,C2016883,20/8/94,F,NELLORE,5922.11,1/8/16,194114,507
T76,C5930363,20/8/94,M,ADIPUR,2.75,1/8/16,194117,800
T77,C1021343,23/2/80,M,MUMBAI,134698.04,1/8/16,194733,467
T78,C5529374,24/6/84,M,GURGAON,15448.95,1/8/16,141850,98
T79,C3013442,30/10/90,M,NEW DELHI,27818.65,1/8/16,204009,57
T80,C6612422,25/5/67,M,DELHI,257966.29,1/8/16,204252,195.64
T81,C8342660,4/5/67,M,DUBAI,6190.71,1/8/16,210610,878
T82,C4824547,5/7/84,F,ALLAHABAD,34574.86,1/8/16,203217,326
T83,C1711530,15/2/92,M,DELHI,8797.55,1/8/16,220818,2997.02
T84,C8640537,29/8/90,F,BATHINDA,2988.21,1/8/16,220825,1642
T85,C3839727,20/1/83,M,GHAZIABAD,21868.16,6/8/16,90811,500
T86,C2715454,1/5/83,M,NASHIK,13421.46,6/8/16,32822,11
T87,C5931634,15/8/95,F,CHENNAI,1942.83,6/8/16,121618,28
T88,C7918237,3/9/74,M,JAMMU,23302.14,6/8/16,122039,2200
T89,C1625292,18/11/88,F,AURANGABAD,1880.1,6/8/16,121749,1499
T90,C2211527,13/9/84,M,BANGALORE,121767.71,6/8/16,120156,288
T91,C6030281,3/6/85,M,DELHI,6584.77,6/8/16,144841,100
T92,C1925215,3/3/78,F,BANGALORE,100371.41,6/8/16,165330,4000
T93,C6040326,9/2/92,M,JABALPUR,35990.54,6/8/16,165536,930
T94,C5232732,28/4/72,M,NEW DELHI,7330.62,6/8/16,170022,2813.62
T95,C1616335,17/5/81,M,MUMBAI,98097.5,6/8/16,170236,787.98
T96,C4226473,25/5/88,M,KASHIPUR,4001.86,6/8/16,162303,96
T97,C3232257,15/10/94,M,ETAH,78.33,6/8/16,174150,179
T98,C1717631,14/7/87,M,NEW DELHI,14916.95,6/8/16,174346,830
T99,C7130627,10/6/89,F,DELHI,62706.81,6/8/16,182434,3380
